params_json,pretax_cagr,aftertax_cagr,pretax_mdd,mdd_pass,is_aftertax_cagr,oos_aftertax_cagr,oos_retention,oos_pass,total_tax_paid_krw,rows,trial_id,family,candidate_id,turnover,aftertax_mdd,baseline_aftertax_cagr,baseline_pretax_mdd,delta_cagr,delta_mdd,strict_pass
"{""dist200_enter"": 101.2, ""dist200_exit"": 100.0, ""overheat1_enter"": 139.0, ""overheat2_enter"": 146.0, ""overheat3_enter"": 149.0, ""overheat4_enter"": 151.0, ""slope_thr"": 0.12, ""tp10_cap"": 0.94, ""tp10_trigger"": 0.11, ""vol_threshold"": 0.058}",0.3956514004988083,0.366466736254641,-0.3990685139132837,True,0.4086109828739532,0.2799744634475787,0.6851858495784587,False,3416570307.198436,3673,coarse_0031,phase2_core,coarse_0031,,,0.3859792803756308,-0.40467363761426745,-0.019512544120989794,0.005605123700983761,False
"{""dist200_enter"": 101.2, ""dist200_exit"": 100.0, ""overheat1_enter"": 139.0, ""overheat2_enter"": 146.0, ""overheat3_enter"": 149.0, ""overheat4_enter"": 151.0, ""slope_thr"": 0.12, ""tp10_cap"": 0.96, ""tp10_trigger"": 0.11, ""vol_threshold"": 0.058}",0.4020333299198124,0.3727177136826456,-0.4031950270401677,True,0.4149290059329635,0.2860889083392208,0.6894888143477772,False,3651218452.455022,3673,coarse_0032,phase2_core,coarse_0032,,,0.3859792803756308,-0.40467363761426745,-0.013261566692985172,0.001478610574099759,False
"{""dist200_enter"": 100.8, ""dist200_exit"": 99.8, ""overheat1_enter"": 139.0, ""overheat2_enter"": 146.0, ""overheat3_enter"": 149.0, ""overheat4_enter"": 151.0, ""slope_thr"": 0.1, ""tp10_cap"": 0.94, ""tp10_trigger"": 0.09, ""vol_threshold"": 0.06}",0.4102057280939983,0.3806157587570313,-0.4021965525777491,True,0.4175361191917852,0.3053338653532487,0.7312753348004388,True,3986030820.130329,3673,coarse_0033,phase2_core,coarse_0033,,,0.3859792803756308,-0.40467363761426745,-0.005363521618599487,0.002477085036518334,False
"{""dist200_enter"": 100.8, ""dist200_exit"": 99.8, ""overheat1_enter"": 139.0, ""overheat2_enter"": 146.0, ""overheat3_enter"": 149.0, ""overheat4_enter"": 151.0, ""slope_thr"": 0.1, ""tp10_cap"": 0.96, ""tp10_trigger"": 0.09, ""vol_threshold"": 0.06}",0.4164775816655177,0.3867827987467296,-0.4063809464296113,True,0.4241463203772231,0.3105592717300907,0.7321984343843617,True,4249061636.105982,3673,coarse_0034,phase2_core,coarse_0034,,,0.3859792803756308,-0.40467363761426745,0.0008035183710988214,-0.0017073088153438665,False
"{""dist200_enter"": 100.8, ""dist200_exit"": 99.8, ""overheat1_enter"": 139.0, ""overheat2_enter"": 146.0, ""overheat3_enter"": 149.0, ""overheat4_enter"": 151.0, ""slope_thr"": 0.1, ""tp10_cap"": 0.94, ""tp10_trigger"": 0.11, ""vol_threshold"": 0.06}",0.4099431653560574,0.3804225167957833,-0.4024199999715258,True,0.4179660395346363,0.3038022385347325,0.7268586674481644,True,3967829570.349748,3673,coarse_0035,phase2_core,coarse_0035,,,0.3859792803756308,-0.40467363761426745,-0.005556763579847468,0.0022536376427416682,False
"{""dist200_enter"": 100.8, ""dist200_exit"": 99.8, ""overheat1_enter"": 139.0, ""overheat2_enter"": 146.0, ""overheat3_enter"": 149.0, ""overheat4_enter"": 151.0, ""slope_thr"": 0.1, ""tp10_cap"": 0.96, ""tp10_trigger"": 0.11, ""vol_threshold"": 0.06}",0.4162983390369388,0.3866502133241807,-0.4065266420533807,True,0.4244326552427719,0.3095273233089235,0.729273111966082,True,4235944081.0027537,3673,coarse_0036,phase2_core,coarse_0036,,,0.3859792803756308,-0.40467363761426745,0.0006709329485499183,-0.0018530044391132372,False
"{""dist200_enter"": 100.8, ""dist200_exit"": 99.8, ""overheat1_enter"": 139.0, ""overheat2_enter"": 146.0, ""overheat3_enter"": 149.0, ""overheat4_enter"": 151.0, ""slope_thr"": 0.12, ""tp10_cap"": 0.94, ""tp10_trigger"": 0.09, ""vol_threshold"": 0.06}",0.4063959134031718,0.3768959969979339,-0.4021965525777491,True,0.4175361191917852,0.2936486215868275,0.703289148146599,True,3830786428.344007,3673,coarse_0037,phase2_core,coarse_0037,,,0.3859792803756308,-0.40467363761426745,-0.009083283377696871,0.002477085036518334,False
"{""dist200_enter"": 100.8, ""dist200_exit"": 99.8, ""overheat1_enter"": 139.0, ""overheat2_enter"": 146.0, ""overheat3_enter"": 149.0, ""overheat4_enter"": 151.0, ""slope_thr"": 0.12, ""tp10_cap"": 0.96, ""tp10_trigger"": 0.09, ""vol_threshold"": 0.06}",0.4124866305151617,0.3828853470936946,-0.4063809464296113,True,0.4241463203772231,0.2983231456805915,0.7033496021261525,True,4076697495.2656384,3673,coarse_0038,phase2_core,coarse_0038,,,0.3859792803756308,-0.40467363761426745,-0.0030939332819361898,-0.0017073088153438665,False
"{""dist200_enter"": 100.8, ""dist200_exit"": 99.8, ""overheat1_enter"": 139.0, ""overheat2_enter"": 146.0, ""overheat3_enter"": 149.0, ""overheat4_enter"": 151.0, ""slope_thr"": 0.12, ""tp10_cap"": 0.94, ""tp10_trigger"": 0.11, ""vol_threshold"": 0.06}",0.4061392502297838,0.3767083968552847,-0.4024199999715258,True,0.4179660395346363,0.2921467262884776,0.6989724012356459,False,3813491935.116653,3673,coarse_0039,phase2_core,coarse_0039,,,0.3859792803756308,-0.40467363761426745,-0.009270883520346107,0.0022536376427416682,False
"{""dist200_enter"": 100.8, ""dist200_exit"": 99.8, ""overheat1_enter"": 139.0, ""overheat2_enter"": 146.0, ""overheat3_enter"": 149.0, ""overheat4_enter"": 151.0, ""slope_thr"": 0.12, ""tp10_cap"": 0.96, ""tp10_trigger"": 0.11, ""vol_threshold"": 0.06}",0.4123114900758793,0.382756682781004,-0.4065266420533807,True,0.4244326552427719,0.2973119284637167,0.7004925864944503,True,4064257798.937133,3673,coarse_0040,phase2_core,coarse_0040,,,0.3859792803756308,-0.40467363761426745,-0.003222597594626786,-0.0018530044391132372,False
