overlay_type,overlay_json,active_days,pretax_cagr,aftertax_cagr,pretax_mdd,aftertax_mdd,is_aftertax_cagr,oos_aftertax_cagr,oos_retention,oos_pass,turnover_units,total_tax_paid_krw,delta_aftertax_cagr_vs_orig,delta_pretax_mdd_vs_orig,delta_aftertax_mdd_vs_orig,delta_aftertax_cagr_vs_phase2,delta_pretax_mdd_vs_phase2
soft_overheat_buffer,"{""cap_weight"": 0.9, ""enter_dist"": 129.0, ""exit_dist"": 121.0, ""min_risk_weight"": 0.95}",622,0.4227445937107994,0.39298337837915565,-0.39920835535061594,-0.5268774245427553,0.43558736590854297,0.30553094239110945,0.7014228747287852,True,103.65,4522938907.8003435,0.007004098003524861,0.005465282263651505,0.007468526614930471,-0.005162811168258452,0.009569909415122924
soft_overheat_buffer,"{""cap_weight"": 0.925, ""enter_dist"": 129.0, ""exit_dist"": 121.0, ""min_risk_weight"": 0.95}",622,0.4245605075179242,0.39473821348934024,-0.40259045693863416,-0.5310323531275143,0.43734494796532974,0.3072756050182601,0.7025932423543605,True,103.35,4610894149.922688,0.008758933113709455,0.0020831806756332893,0.003313598030171505,-0.0034079760580738583,0.006187807827104708
soft_overheat_buffer,"{""cap_weight"": 0.95, ""enter_dist"": 129.0, ""exit_dist"": 121.0, ""min_risk_weight"": 0.95}",622,0.42636194902913416,0.39647870312955713,-0.40601215971821336,-0.5352183834041849,0.4390909380387653,0.3090001200117938,0.703726934998858,True,103.05,4699766548.528519,0.010499422753926346,-0.001338522103945916,-0.000872432246499133,-0.001667486417856967,0.0027661050475255022
soft_overheat_buffer,"{""cap_weight"": 0.9, ""enter_dist"": 129.0, ""exit_dist"": 122.0, ""min_risk_weight"": 0.95}",598,0.423570830947543,0.39379014738281115,-0.3991964493311061,-0.5268531003556827,0.43516099187276525,0.30895956715496675,0.7099891142019045,True,104.06999999999998,4561663121.453923,0.0078108670071803665,0.005477188283161349,0.007492850802003126,-0.004356042164602947,0.009581815434632768
soft_overheat_buffer,"{""cap_weight"": 0.925, ""enter_dist"": 129.0, ""exit_dist"": 122.0, ""min_risk_weight"": 0.95}",598,0.42509105936547353,0.3952562783191689,-0.40258245733653286,-0.5310163675329498,0.4370705783849431,0.3094778008278738,0.7080728288128011,True,103.62,4636172100.0340805,0.00927699794353809,0.0020911802777345834,0.00332958362473601,-0.0028899112282452233,0.006195807429206002
soft_overheat_buffer,"{""cap_weight"": 0.95, ""enter_dist"": 129.0, ""exit_dist"": 122.0, ""min_risk_weight"": 0.95}",598,0.426597714362579,0.3967089255202354,-0.4060084499241282,-0.535211164605665,0.4389692039397821,0.3099780236569185,0.7061498184265367,True,103.16999999999999,4711183946.3690195,0.010729645144604616,-0.0013348123098607667,-0.0008652134479791851,-0.0014372640271786974,0.0027698148416106516
soft_overheat_buffer,"{""cap_weight"": 0.9, ""enter_dist"": 129.0, ""exit_dist"": 123.0, ""min_risk_weight"": 0.95}",570,0.42379686033256747,0.39394294291997434,-0.39520259021625903,-0.5211378723824106,0.4361194622754583,0.30740103760081317,0.7048551238620371,True,104.48999999999998,4581302609.414207,0.007963662544343553,0.009471047398008414,0.01320807877527519,-0.004203246627439761,0.013575674549479833
soft_overheat_buffer,"{""cap_weight"": 0.925, ""enter_dist"": 129.0, ""exit_dist"": 123.0, ""min_risk_weight"": 0.95}",570,0.42522624684649535,0.39534544589123066,-0.3998819540852744,-0.527182724435163,0.43767345350520315,0.30847643158532256,0.7048095540518208,True,103.89,4648383470.770075,0.009366165515599878,0.004791683528993063,0.007163226722522786,-0.0028007436561834353,0.008896310680464481
soft_overheat_buffer,"{""cap_weight"": 0.95, ""enter_dist"": 129.0, ""exit_dist"": 123.0, ""min_risk_weight"": 0.95}",570,0.4266531148891155,0.3967443470518299,-0.4047480189134801,-0.5334366969710045,0.4392309668172538,0.3095332303487497,0.7047163195065295,True,103.28999999999999,4716411398.6586075,0.010765066676199142,-7.43812992126669e-05,0.0009092541866813075,-0.0014018424955841713,0.004030245852258751
soft_overheat_buffer,"{""cap_weight"": 0.9, ""enter_dist"": 130.0, ""exit_dist"": 120.0, ""min_risk_weight"": 0.95}",598,0.4230502571232291,0.39330343473238827,-0.4010927413107016,-0.5295577404288949,0.4363519984326183,0.30490602803826694,0.6987616170740437,False,102.89,4534388377.466593,0.007324154356757484,0.003580896303565839,0.004788210728790876,-0.004842754815025829,0.0076855234550372575
