time,QQQ종가,TQQQ종가,SPY종가,QQQ3일선,QQQ161일선,TQQQ200일선,SPY200일선,TQQQ200일 이격도
2007-05-09,46.83000183105469,0.5772726204082378,151.16000366210938,46.730000813802086,43.60291934753797,0.44590616929778265,138.97174980163575,129.46055922871224
2007-05-10,46.189998626708984,0.5536046952066646,149.5800018310547,46.583333333333336,43.64062120899651,0.4472509569805764,139.08859981536864,123.7794322328766
2007-05-11,46.779998779296875,0.5748188236558763,150.86000061035156,46.59999974568685,43.68366468915288,0.44867718925111283,139.20959980010986,128.1141179954583
2007-05-14,46.459999084472656,0.563022638131145,150.52999877929688,46.47666549682617,43.72111809771994,0.45004799882089264,139.32809978485108,125.10279783628442
2007-05-15,46.099998474121094,0.549934702442612,150.57000732421875,46.44666544596354,43.75788827268233,0.45138178920622657,139.4473998260498,121.83360418897155
2007-05-16,46.54999923706055,0.5660391087673745,151.60000610351562,46.369998931884766,43.79937895780765,0.45270729219433276,139.56549983978272,125.03423702845768
2007-05-17,46.33000183105469,0.5580137293258504,151.3000030517578,46.326666514078774,43.835155368591685,0.4539938849497163,139.6827498626709,122.91216860501439
2007-05-18,46.709999084472656,0.5717441637829808,152.6199951171875,46.53000005086263,43.87204976999982,0.45542450616997515,139.80974983215333,125.54093072224629
2007-05-21,47.0099983215332,0.5827604011812213,152.5399932861328,46.68333307902018,43.91111807497392,0.45686205721004713,139.9320497894287,127.55718974344397
2007-05-22,47.04999923706055,0.5842480176721361,152.4199981689453,46.92333221435547,43.94975159923482,0.4582794342112411,140.0520497894287,127.48728702559026
2007-05-23,46.83000183105469,0.5760524990470883,152.44000244140625,46.96333312988281,43.98813669429803,0.4596764953093841,140.17324981689453,125.3169359158505
2007-05-24,46.15999984741211,0.5513275597804063,151.05999755859375,46.68000030517578,44.02552800148911,0.4609788332660617,140.2890497970581,119.59932213681452
2007-05-25,46.45000076293945,0.5617187316361449,151.69000244140625,46.480000813802086,44.063664643660836,0.4623604620021755,140.4104497909546,121.48935252891539
2007-05-29,46.810001373291016,0.5747791675616656,152.24000549316406,46.473333994547524,44.09788825941382,0.46380152555292425,140.53674980163575,123.92783030983749
2007-05-30,47.189998626708984,0.5887771059458282,153.47999572753906,46.81666692097982,44.133229865790895,0.4652819842594911,140.66729976654054,126.54199514792799
2007-05-31,47.40999984741211,0.5970117967150386,153.32000732421875,47.13666661580404,44.17049694653623,0.4668346433911546,140.79884979248047,127.8850670503496
2007-06-01,47.439998626708984,0.5981450782074406,154.0800018310547,47.346665700276695,44.20708079367691,0.4683647363778424,140.93369979858397,127.70924703539184
2007-06-04,47.58000183105469,0.6034407504273069,154.10000610351562,47.47666676839193,44.24409944522455,0.4698104791780461,141.0610498046875,128.44344202007858
2007-06-05,47.58000183105469,0.6034407504273069,153.49000549316406,47.53333409627279,44.28161497886136,0.4711449276074455,141.17999984741212,128.07964493891134
